Benchmark,Method 1,Method 2,Method 3,Method 4
0.027446912156090474,0.02666353486496689,0.031182569875456166,-0.04631031488014787,-0.043073293521404765
0.052061564934072456,0.02526096664325034,-0.06135787681860005,-0.013156356662033035,0.17089393266820121
-0.1433962070881709,0.017768630111477588,0.061715566325086416,-0.04415585645550537,-0.12755552690199076
0.03898515481022736,0.009782441482593768,-0.06605487482429567,-0.05894187430517578,-0.04503296540912554
0.041638128083962604,0.01226430697325519,0.009704524711509345,-0.04549488880600586,0.14108696530811038
-0.033481200213698825,0.015747132126000107,-0.025278967604203867,-0.01756889343322461,0.0502540779564773
0.02140897128321272,0.01984905527804307,-0.1571088240907263,-0.047688158760564585,0.04157604196035762
-0.06877435749405766,0.020413618302603354,-0.04850161313136596,-0.1895896269829256,0.1104704578108246
0.003916297428851866,0.01715834481449983,0.06358816826165999,0.08417887807305864,0.016561761765530453
0.01139180010919286,0.021059604740751622,0.15268968997868837,-0.02847181405016584,-0.015240157011524815
