Benchmark,Method 1,Method 2,Method 3,Method 4
-0.0009411813284278984,3.5504829738229416e-5,-0.0018233411460308782,0.0008317093014908534,-0.005841089486720645
-0.0023972883553032634,9.789285771144492e-5,-0.0014753844185469399,0.002061172016141528,0.0014537734723665018
-0.0008021730683506832,0.00027125488196428184,-0.0006137406067641427,-0.0002713537281600829,-0.0002117555879264037
0.0009472071443032276,8.90410101674118e-5,-0.001881684182239449,3.6990992619313776e-6,-0.005844921420877419
-0.0010595860032709145,0.0002109812963256761,-0.0010308401205391786,0.000844474942220979,-0.0010173842154154904
8.949089069305562e-5,0.0002127596744194665,0.0011459453286882385,-0.0008585879064886903,0.002235329234925355
0.0008783741028758068,0.00017916073310656174,-0.0016675559944840863,-0.0031020744072835275,-0.0006631785015987355
0.002192773326988044,0.00024138545478814437,0.00021360598079363087,-0.001975627546057793,-0.005343702078760226
-0.0016237020787079328,0.00022801821180760222,0.00022272345902949486,0.0013760602016273829,-0.0011122796785207822
-0.0011694927512355788,0.000104890793540903,0.0010697044589735817,0.002767414910078281,0.0021619880710793253
