Benchmark,Method 1,Method 2,Method 3,Method 4
-0.0018250401787541564,0.00011953029679873478,-0.000898917831709126,-0.0015263133304699002,-0.0009700620522445936
0.0029130707813288434,0.00018824682534877995,-0.0006105131285576094,0.003771316581976716,0.0011576418475057323
-0.0019560367263345996,0.00027649842074066206,0.00028480331215485126,-0.0011318410019954535,0.005879334751037605
-0.003617451470697595,8.932374686770039e-5,-0.0010387446487753775,-0.0022863199429059215,-0.0026476209164245437
-0.0026635137867747536,0.00011326870652990751,-0.002760671062928746,-0.00085348554268811,0.004578737591550087
-0.002370453804860931,0.00016121393512719297,0.0015908909048260081,-0.0013329685372876561,-0.0023713874712235354
0.0021424292176819688,0.0002620042226680699,0.005887221131523906,0.00030395507742695375,-0.0021956795873699117
0.001998816089119482,-0.00022060673757810654,-0.0034536945302492805,0.0038795571230322563,-0.0005177902639762521
-0.004201295538737892,0.00044061600325782946,-0.0011016014468110266,0.00036650407015681463,-0.004114647778830745
0.0030049599421857385,7.384728382575284e-5,0.001154258071275521,0.0006465238795570715,0.0005637820702336722
