Benchmark,Method 1,Method 2,Method 3,Method 4
-0.0020278659935684044,0.000200425704554694,-0.0031255594337653314,-0.0008785440796520799,0.003426284050822266
0.0029221646839432515,8.311457285395835e-5,-0.0011751909005148682,0.0014151897054913334,0.0015540336533481094
-0.0015766782090166653,0.00016356063796908147,0.001022305374130463,-0.0026037380928158383,-0.00017346687553135856
-0.0036838639498420517,0.0004155538878054814,-0.0006629242188741883,-0.0006626102028634953,-0.0032098162615825858
-0.0027463356673060593,0.0002345927069368472,-0.0008441897852246613,0.000589542590389615,0.0009356778224237505
-0.0024466426752110977,0.00017217352843712015,0.003444206893907195,-0.00526948490912851,-0.0027229938445586907
0.0020675023438002336,3.092465134682994e-5,0.004128909714296414,0.0014472062583377587,-0.0008127433681628355
0.0015273453810704376,-0.000170379626738529,0.0012833632772352955,0.0015604652899556856,0.0005229775782759607
-0.003911436793607223,-2.123477519881085e-5,-0.0010527083585999532,0.0040756349218765715,-0.0008884168945961156
0.0027619448733737554,-9.14207165064009e-5,-0.0007180937742211002,-0.007170482465522127,-0.004268750208977351
