Benchmark,Method 1,Method 2,Method 3,Method 4
0.02430053293909344,0.04283360756854415,0.0004608003450856712,-0.005053008454674075,0.01778878307612863
0.008686105870087986,0.016544314685518025,-0.012742815357026531,-0.002280866489855758,0.004027577470922677
0.0032349565189238602,0.05175888717650972,0.018373440989606016,-0.007340072106541799,0.012694015587791888
-0.008398603908725884,0.0782299750583683,0.002904296797029734,0.01064264776926237,-0.003662159700658555
0.011563626154484878,2.775732810317008e-5,0.01178975527680343,-0.0017910825480406155,-0.003248523264647737
0.012480271904410253,-7.665408811276071e-5,-0.009749456151648508,0.004370733385324742,-0.008659344149573043
0.012323855485500313,0.04606205662996828,0.03577900730901481,0.0024405380087122942,-0.0031778893933569977
0.015738108030299663,0.021708387292826217,0.011396890557787972,-0.003359777420738451,0.001837833630543557
0.021139094791757462,0.019683099377701883,0.023201858665144022,0.009175948125032909,0.004213489992155865
0.005457422494818112,0.04616145879650379,0.022015800788907067,0.00941552611996417,0.014367567793698237
