Benchmark,Method 1,Method 2,Method 3,Method 4
,,2.42669078861638e-5,,
,2.0968388214017505e-5,,,
,0.0001705980874445368,,,
,0.0007571110371534926,,,
,6.079258830665782e-7,,1.2676654454471917e-5,
,6.1475861073101605e-6,,0.0,0.0
,,,,
,7.652558904052357e-5,,1.9282604356681984e-5,8.758990977553155e-8
,9.346379755839748e-5,,,
5.7330500583783655e-5,,,,
