Benchmark,Method 1,Method 2,Method 3,Method 4
-0.0008622557975909235,7.075258320204814e-5,-0.0013239984457090034,-0.002766099218639306,0.00022021987982788976
-0.0023615497347035165,1.4951004668204967e-5,0.0016227485029269692,-0.0006158503456292354,0.0002703733595406297
-0.000777604058234584,0.00021016148973597434,0.0007282101950407982,0.0009685453717756245,-0.0012915289678483485
0.0011304441788776935,9.822570897721704e-5,-0.0028824365709250095,0.0037124585380856417,-0.0012143418696517886
-0.0009964360225855574,0.0001814129789588367,0.00136117370833834,0.0028611270244132047,0.0025525574878233442
-7.168748336787573e-6,0.0001533069595322081,0.002000141599100971,0.0019788862492225528,-0.00018502479853783874
0.0010203534852264455,3.389093277692803e-5,-0.002698171795859206,-0.0031303391636399768,-0.0035984947442437906
0.0021839534019293953,0.00017679029712626009,-0.0007252499359500628,0.00014642098955787615,-0.004983165248668483
-0.0017843352986386901,0.00015915950492020387,-0.0030372755181773798,-0.0037163591647047466,0.0012371200009817108
-0.001207419380364949,0.00021744917434300828,0.0014005783929587805,0.0023642430696401624,5.086794104580517e-5
